Player,Born,Rk,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,xA,A-xAG,KP,01-Mar,PPA,CrsPA,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,Rk_stats_playing_time,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Market_Value_Million_EUR,Single_Pos,Predicted_Single_Pos,Single_Pos_Encoded,Age_Category,age_category_weight,Age_Description,Predicted_Value,Undervaluation,undervaluation,Valuation_Category
Fabien Centonze,1996.0,520.0,fr FRA,DF,Nantes,fr Ligue 1,28.0,7,3,265,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,10,15,31,0.0,0.05,0,0,29.958839406207826,0.0,0.0,0.0804408457040036,0.2717892800840777,17.289428699955014,0,0.09421727395411605,0.0,0.0,111,142,78.2,1663,612,0.3,-0.2,3.0,3.0,7.0,4.0,123.0,19.0,3.0,0.0,1.0,11,16.0,0.0,0.0,0.0,0.0,0.0,3,8,2.72,6.0,1.0,0.0,0.0,1.0,0.0,0,0.0,8,4,5.0,2.0,1.0,6.0,66.7,2.0,4.0,1.0,3.0,2,10,17,0,184,14.0,49.0,62.0,74.0,4.0,184.0,7.0,2.0,28.6,4.0,57.1,90,519.0,275.0,5.0,0.0,4.0,2.0,105,643.0,38.0,8.7,65.0,1.0,4.0,18.0,2.0,1.0,2.0,4.0,-2.0,-0.68,-0.33,2.7,4.2,-1.5,-0.51,0.0,2,2.0,1.0,0,0,1,8,6,4.0,60.0,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,1.8,DF,Defender,0,Prime (25-29),1.0859280183645197,Prime,,,,
Fabio Carvalho,2002.0,494.0,pt POR,"FW,MF",Brentford,eng Premier League,21.0,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.59,0.62,12,5,41.7,2.37,0.99,0.17,0.4,14.7,0,0.21,-0.5,-0.5,126,178,70.8,1755,442,0.6,0.3,4.0,11.0,5.0,1.0,163.0,14.0,4.0,2.0,0.0,10,1.0,7.0,3.0,0.0,0.0,1.0,7,10,1.97,7.0,0.0,1.0,2.0,0.0,0.0,1,0.2,13,9,4.0,4.0,5.0,13.0,46.2,7.0,6.0,1.0,5.0,3,16,2,0,247,4.0,44.0,91.0,113.0,22.0,247.0,14.0,2.0,14.3,10.0,71.4,137,698.0,356.0,3.0,0.0,13.0,8.0,145,609.0,24.0,13.3,81.0,0.0,16.0,13.0,6.0,1.47,9.0,14.0,-5.0,-0.99,-1.41,6.5,11.2,-4.7,-0.92,0.0,5,10.0,1.0,0,0,0,30,2,6.0,25.0,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,11.876811594202898,FW,Forward,1,Prospect (<=21),0.9841782348311271,Young,,,,
Fabio Chiarodia,2005.0,545.0,it ITA,DF,Gladbach,de Bundesliga,19.0,16,3,379,4.2,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,1,10,1,0.24,0.17,4,1,25.0,0.95,0.24,0.25,1.0,8.6,0,0.07,0.7,0.7,173,206,84.0,2824,899,0.4,-0.4,1.0,9.0,1.0,0.0,179.0,27.0,4.0,1.0,1.0,0,6.0,0.0,0.0,0.0,0.0,0.0,2,2,0.47,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10,4,6.0,4.0,0.0,6.0,66.7,2.0,8.0,3.0,5.0,9,19,53,1,298,71.0,170.0,119.0,9.0,5.0,298.0,0.0,0.0,45.44540705267741,0.0,45.576578145407055,130,562.0,249.0,0.0,0.0,1.0,0.0,151,668.0,24.0,12.4,79.0,1.0,13.0,11.0,17.0,1.56,6.0,10.0,-4.0,-0.95,-1.02,8.3,10.2,-1.8,-0.43,0.0,7,0.0,0.0,0,0,0,9,7,2.0,77.8,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,2.0,DF,Defender,0,Prospect (<=21),0.9841782348311271,Young,,,,
Fabio González,1997.0,1035.0,es ESP,MF,Las Palmas,es La Liga,27.0,2,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.0,0.12,2,0,0.0,3.4,0.0,0.0,0.2717892800840777,16.5,0,0.04,-0.1,-0.1,43,53,81.1,756,181,0.0,0.0,0.0,5.0,0.0,0.0,53.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3.4,2.0,0.0,0.0,0.0,0.0,0.0,1,1.7,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,57,1.0,5.0,41.0,11.0,2.0,57.0,0.0,0.0,45.44540705267741,0.0,45.576578145407055,37,178.0,85.0,0.0,0.0,1.0,0.0,42,1282.0,27.0,1.5,78.02246011754828,0.0,2.0,27.0,14.0,1.5,2.0,1.0,1.0,1.7,2.29,0.6,1.6,-1.0,-1.77,0.0,1,0.0,0.0,0,0,0,3,1,0.0,100.0,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,0.5,MF,Midfielder,3,Prime (25-29),1.0859280183645197,Prime,,,,
Fabio Miretti,2003.0,1761.0,it ITA,"MF,FW",Genoa,it Serie A,20.0,25,22,1677,18.6,3,3,6,3,0,0,2,0,3.1,3.1,2.0,5.1,33,54,100,0.32,0.27,24,6,25.0,1.29,0.32,0.13,0.5,17.4,1,0.13,-0.1,-0.1,422,567,74.4,7280,2006,2.1,1.0,22.0,24.0,13.0,2.0,494.0,67.0,20.0,5.0,8.0,61,7.0,33.0,7.0,22.0,0.0,6.0,14,53,2.84,29.0,11.0,4.0,5.0,4.0,0.0,6,0.32,28,15,6.0,14.0,8.0,33.0,54.5,15.0,20.0,1.0,19.0,7,35,13,2,847,15.0,137.0,407.0,316.0,56.0,847.0,73.0,25.0,34.2,38.0,52.1,461,2721.0,1209.0,22.0,14.0,63.0,36.0,549,2169.0,67.0,49.0,72.0,2.0,3.0,31.0,2.0,1.12,15.0,23.0,-8.0,-0.43,-0.22,17.2,19.8,-2.7,-0.14,0.0,23,53.0,2.0,0,0,0,85,11,23.0,32.4,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,14.0,MF,Midfielder,3,Prospect (<=21),0.9841782348311271,Young,12.495408566188075,-1.5045914338119246,1.5045914338119246,Slightly Undervalued
Fabián Ruiz Peña,1996.0,2276.0,es ESP,MF,Paris S-G,fr Ligue 1,28.0,30,21,1923,21.4,4,5,9,4,0,0,1,0,4.3,4.3,4.7,9.0,47,205,92,0.42,0.42,43,12,27.9,2.01,0.56,0.09,0.33,18.7,0,0.1,-0.3,-0.3,1458,1627,89.6,23743,6285,5.1,0.3,36.0,155.0,36.0,3.0,1577.0,47.0,32.0,7.0,15.0,27,10.0,3.0,0.0,0.0,0.0,3.0,27,89,4.16,79.0,0.0,2.0,6.0,0.0,2.0,14,0.65,37,24,13.0,15.0,9.0,47.0,44.7,26.0,25.0,3.0,22.0,16,53,27,1,1807,47.0,254.0,1050.0,515.0,62.0,1807.0,20.0,14.0,70.0,6.0,30.0,1037,5225.0,2737.0,42.0,8.0,24.0,16.0,1430,2805.0,64.0,62.8,82.0,13.0,9.0,22.0,2.0,2.4,56.0,25.0,31.0,1.45,-0.61,55.3,21.0,34.3,1.6,0.0,6,10.0,5.0,0,0,0,135,5,8.0,38.5,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,40.0,MF,Midfielder,3,Prime (25-29),1.0859280183645197,Prime,40.67210953414535,0.6721095341453491,-0.6721095341453491,Fairly Rated
Facundo Buonanotte,2004.0,413.0,ar ARG,"FW,MF",Leicester City,eng Premier League,19.0,31,14,1523,16.9,5,2,7,5,0,0,8,0,3.9,3.9,3.1,7.0,39,54,74,0.41,0.41,36,12,33.3,2.13,0.71,0.14,0.42,17.6,0,0.11,1.1,1.1,437,572,76.4,6930,1757,2.3,-1.1,24.0,41.0,13.0,2.0,501.0,67.0,24.0,7.0,4.0,43,10.0,26.0,19.0,1.0,0.0,4.0,9,51,3.01,27.0,11.0,9.0,1.0,3.0,0.0,5,0.3,53,32,17.0,22.0,14.0,67.0,31.3,46.0,34.0,6.0,28.0,12,65,14,0,874,26.0,128.0,452.0,307.0,39.0,874.0,83.0,28.0,33.7,49.0,59.0,479,2997.0,1347.0,26.0,9.0,58.0,39.0,528,511.0,49.0,44.5,80.0,6.0,17.0,24.0,3.0,0.52,17.0,33.0,-16.0,-0.95,0.53,16.8,28.6,-11.8,-0.7,0.0,37,35.0,3.0,0,0,0,79,18,36.0,33.3,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,20.0,FW,Midfielder,1,Prospect (<=21),0.9841782348311271,Young,13.9629198984634,-6.037080101536601,6.037080101536599,Highly Undervalued
Facundo Garcés,1999.0,966.0,my MAS,DF,Alavés,es La Liga,24.0,10,7,678,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,3,12,3,0.0,0.12,5,1,20.0,0.66,0.13,0.0,0.0,15.5,0,0.02,-0.1,-0.1,150,197,76.1,3011,1258,0.7,-0.8,3.0,8.0,1.0,0.0,185.0,12.0,11.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2,3,0.4,1.0,0.0,0.0,2.0,0.0,0.0,0,0.0,6,2,4.0,2.0,0.0,5.0,60.0,2.0,8.0,6.0,2.0,5,11,51,0,280,44.0,122.0,137.0,21.0,13.0,280.0,0.0,0.0,45.44540705267741,0.0,45.576578145407055,114,484.0,187.0,0.0,0.0,2.0,0.0,129,1193.0,68.0,19.8,90.0,7.0,3.0,16.0,10.0,1.7,5.0,5.0,0.0,0.0,0.33,7.6,10.2,-2.6,-0.35,0.0,7,2.0,0.0,0,1,0,14,13,14.0,48.1,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,2.0,DF,Defender,0,Developing (22-24),1.3390469607992679,Developing,2.8382407399171634,0.8382407399171634,-0.8382407399171634,Fairly Rated
Facundo Medina,1999.0,1707.0,ar ARG,DF,Lens,fr Ligue 1,25.0,29,29,2543,28.3,0,1,1,0,0,0,15,1,1.8,1.8,2.0,3.8,46,174,42,0.04,0.13,27,3,11.1,0.96,0.11,0.0,0.0,18.3,0,0.07,-1.8,-1.8,1655,1889,87.6,27012,9960,3.4,-1.0,24.0,157.0,30.0,2.0,1744.0,136.0,70.0,3.0,5.0,16,66.0,0.0,0.0,0.0,0.0,9.0,18,68,2.41,62.0,1.0,1.0,3.0,0.0,1.0,3,0.11,44,29,22.0,18.0,4.0,42.0,57.1,18.0,30.0,10.0,20.0,32,76,70,0,2176,121.0,706.0,1150.0,341.0,31.0,2176.0,27.0,10.0,37.0,17.0,63.0,1328,6893.0,3678.0,48.0,2.0,27.0,14.0,1514,2100.0,88.0,83.1,88.0,24.0,0.0,20.71093413689195,0.0,1.69,39.0,30.0,9.0,0.32,1.36,45.6,33.5,12.1,0.43,1.0,29,22.0,0.0,0,1,0,165,30,24.0,55.6,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,25.0,DF,Defender,0,Prime (25-29),1.0859280183645197,Prime,25.276909122977013,0.2769091229770133,-0.2769091229770133,Fairly Rated
Faik Sakar,2008.0,2301.0,de GER,MF,RB Leipzig,de Bundesliga,16.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,29.958839406207826,0.0,0.0,0.0804408457040036,0.2717892800840777,17.289428699955014,0,0.09421727395411605,0.0,0.0,0,0,77.62800149142431,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,49.76326745164003,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.44540705267741,0.0,45.576578145407055,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2839.0,1.0,0.0,78.02246011754828,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,48.165207833733014,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,0.2,MF,Midfielder,3,Prospect (<=21),0.9841782348311271,Young,,,,
Falaye Sacko,1995.0,2288.0,ml MLI,DF,Montpellier,fr Ligue 1,29.0,16,14,1233,13.7,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,21,59,34,0.07,0.01,0,0,29.958839406207826,0.0,0.0,0.0804408457040036,0.2717892800840777,17.289428699955014,0,0.09421727395411605,0.0,0.0,542,648,83.6,8853,3284,0.2,0.8,7.0,37.0,2.0,1.0,540.0,108.0,11.0,0.0,2.0,12,97.0,0.0,0.0,0.0,0.0,0.0,14,20,1.57,19.0,1.0,0.0,0.0,0.0,0.0,1,0.08,14,8,9.0,4.0,1.0,19.0,47.4,10.0,17.0,7.0,10.0,13,27,21,0,734,40.0,213.0,368.0,163.0,8.0,734.0,9.0,2.0,22.2,7.0,77.8,371,1852.0,956.0,12.0,4.0,9.0,1.0,421,2821.0,77.0,40.3,84.0,10.0,2.0,32.0,12.0,0.31,8.0,35.0,-27.0,-1.97,-0.54,10.8,25.9,-15.1,-1.19,0.0,15,6.0,1.0,0,2,0,52,8,14.0,36.4,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,1.5,DF,Defender,0,Prime (25-29),1.0859280183645197,Prime,1.667686102175653,0.167686102175653,-0.16768610217565305,Fairly Rated
Fali Candé,1998.0,463.0,gw GNB,DF,Venezia,it Serie A,26.0,17,17,1530,17.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,5,47,3,0.12,0.1,5,2,40.0,0.29,0.12,0.2,0.5,11.7,1,0.23,-0.1,-0.1,761,939,81.0,13092,5240,0.2,0.4,4.0,59.0,3.0,1.0,748.0,187.0,44.0,0.0,7.0,7,80.0,0.0,0.0,0.0,0.0,4.0,11,14,0.82,10.0,2.0,0.0,1.0,1.0,0.0,3,0.18,25,19,14.0,10.0,1.0,23.0,69.6,7.0,21.0,15.0,6.0,15,40,90,2,1131,164.0,591.0,496.0,55.0,8.0,1131.0,10.0,9.0,90.0,0.0,0.0,557,2582.0,1115.0,9.0,0.0,12.0,8.0,572,573.0,90.0,44.7,90.0,17.0,0.0,20.71093413689195,0.0,0.82,13.0,22.0,-9.0,-0.53,0.18,16.1,23.4,-7.3,-0.43,0.0,24,21.0,0.0,0,0,0,79,37,41.0,47.4,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,2.5,DF,Defender,0,Prime (25-29),1.0859280183645197,Prime,3.00622025622068,0.5062202562206797,-0.5062202562206801,Fairly Rated
Fares Chaïbi,2002.0,525.0,dz ALG,"MF,FW",Eint Frankfurt,de Bundesliga,21.0,26,10,1013,11.3,1,3,4,1,0,0,2,0,2.6,2.6,2.9,5.5,20,52,73,0.36,0.49,25,6,24.0,2.22,0.53,0.04,0.17,18.4,2,0.1,-1.6,-1.6,304,462,65.8,5146,1801,2.9,0.1,24.0,31.0,18.0,6.0,391.0,66.0,21.0,4.0,4.0,72,7.0,38.0,19.0,16.0,0.0,5.0,12,50,4.43,32.0,10.0,1.0,5.0,1.0,1.0,7,0.62,13,9,4.0,5.0,4.0,20.0,35.0,13.0,10.0,0.0,10.0,10,23,32,1,588,30.0,108.0,240.0,246.0,34.0,588.0,12.0,7.0,58.3,3.0,25.0,288,1412.0,668.0,13.0,4.0,19.0,7.0,361,648.0,39.0,33.1,71.0,1.0,16.0,19.0,4.0,1.77,22.0,22.0,0.0,0.0,-0.97,24.8,16.8,8.0,0.71,0.0,5,7.0,1.0,0,0,0,30,16,21.0,43.2,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,11.876811594202898,MF,Midfielder,3,Prospect (<=21),0.9841782348311271,Young,,,,
Farid El Melali,1997.0,1715.0,dz ALG,FW,Angers,fr Ligue 1,27.0,32,22,1893,21.0,2,3,5,2,0,0,1,0,3.6,3.6,3.1,6.7,62,43,113,0.24,0.32,46,14,30.4,2.19,0.67,0.04,0.14,21.9,7,0.08,-1.6,-1.6,372,532,69.9,5612,1779,3.0,-0.1,25.0,18.0,14.0,2.0,453.0,79.0,17.0,0.0,0.0,87,6.0,55.0,28.0,18.0,1.0,0.0,21,67,3.18,29.0,19.0,6.0,4.0,7.0,2.0,11,0.52,28,16,15.0,6.0,7.0,35.0,37.1,22.0,19.0,1.0,18.0,16,44,12,1,842,11.0,142.0,287.0,441.0,70.0,842.0,119.0,52.0,43.7,63.0,52.9,472,3930.0,1752.0,39.0,31.0,64.0,40.0,517,2110.0,59.0,61.9,73.0,3.0,10.0,29.0,0.0,1.13,20.0,34.0,-14.0,-0.67,-0.13,23.2,36.9,-13.7,-0.65,0.0,21,46.0,8.0,3,0,0,100,6,21.0,22.2,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,3.5,FW,Forward,1,Prime (25-29),1.0859280183645197,Prime,4.231133403212213,0.7311334032122128,-0.7311334032122128,Fairly Rated
Faride Alidou,2001.0,87.0,de GER,"FW,MF",Hellas Verona,it Serie A,23.0,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.03,1,0,0.0,1.27,0.0,0.0,0.2717892800840777,32.2,0,0.01,0.0,0.0,16,20,80.0,198,42,0.0,0.0,1.0,0.0,1.0,1.0,18.0,2.0,1.0,0.0,0.0,3,0.0,1.0,1.0,0.0,0.0,0.0,0,2,2.54,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,49.76326745164003,0.0,1.0,0.0,1.0,1,1,3,1,31,2.0,5.0,11.0,17.0,0.0,31.0,4.0,2.0,50.0,2.0,50.0,17,98.0,44.0,3.0,0.0,1.0,1.0,19,112.0,24.0,2.1,78.02246011754828,0.0,3.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.86,0.5,0.5,-0.1,-0.07,0.0,1,0.0,0.0,0,0,0,0,1,0.0,100.0,23.576923076923077,1.4918028846153844,71.01201923076923,47.68990384615385,67.9009900990099,6.247596153846154,4.177884615384615,6.242788461538462,4.1875,25.41407035175879,2.4399038461538463,1.9254807692307692,0.44711538461538464,0.0673076923076923,0.35336538461538464,2.5985576923076925,0.7067307692307693,23.022115384615386,0.30653465346534653,0.14711538461538465,-0.03550480769230769,76.03365384615384,219.24519230769232,34.81359223300971,496.1610576923077,70.07451923076923,34.209374999999994,33.07019230769231,228.68269230769232,14.502403846153847,6.157729468599033,18.959134615384617,1.1724999999999999,13.921323529411763,1.0,FW,Forward,1,Developing (22-24),1.3390469607992679,Developing,,,,
